,Crop,ScientificName,Symbol,NuContAvailable,PlantPartHarvested,CropCategory,YieldUnit,AvYieldUnitWeight(lb),AvMoisture%,AvN%(dry),AvP%(dry),AvK%(dry),YieldUnitWeight(lb)_set,DryMatter%_NAS,AvDryMatter%,N%(dry)_NAS,Protein%(dry)_NAS,,N
391,"Millet-Foxtail, for green chop and silage (late bloom)",Setaria italica,SEIT,"N,P,K",Aboveground biomass,Forage,ton,2000,72.45,1.594131488,0.18150519,1.94,"2,000",26.2,27.55,1.472,9.2,,0
392,"Millet-Foxtail, for hay",Setaria italica,SEIT,N,Aboveground biomass,Forage,ton,2000,7,1.582795699,#DIV/0!,#DIV/0!,"2,000",63.57021505,93,2.141487225,13.38627753,,0
393,"Millet-Foxtail, for straw",Setaria italica,SEIT,"N,K",Straw,Cereal and oil,ton,2000,10.67,0.673925926,#DIV/0!,1.6,"2,000",63.57021505,89.33,2.141487225,13.38627753,,0
394,"Millet-Pearl, for grain",Pennisetum glaucum,PEGL2,"N,P,K",Floret,Cereal and oil,bu,50,10.1,2.216,0.375,0.39,50,89.1,89.9,2.208,13.8,,0
395,"Millet-Pearl, for green chop and silage (milk to soft dough stage)",Pennisetum glaucum,PEGL2,"N,P,K",Aboveground biomass,Forage,ton,2000,78.4,1.544,0.26,1.63,"2,000",21.6,21.6,1.104,6.9,,0
396,"Millet-Pearl, for hay",Pennisetum glaucum,PEGL2,N,Aboveground biomass,Forage,ton,2000,10.1,1.601779755,#DIV/0!,#DIV/0!,"2,000",63.57021505,89.9,2.141487225,13.38627753,,0
397,"Millet-Pearl, for straw",Pennisetum glaucum,PEGL2,"N,K",Straw,Cereal and oil,lb straw/lb grain,1.55,10,0.677777778,#DIV/0!,1.6,"2,000",63.57021505,90,2.141487225,13.38627753,,0
398,"Millet-Proso, for grain",Panicum miliaceum,PAMI2,"N,P,K",Floret,Cereal and oil,bu,56,9.9,2.080332743,0.335464602,0.478554572,56,90,90.1,2.048,12.8,,0
399,"Millet-Proso, for straw",Panicum miliaceum,PAMI2,"N,K",Straw,Cereal and oil,lb straw/bu grain,84.5,10,0.677777778,#DIV/0!,1.6,56,63.57021505,90,2.141487225,13.38627753,,0
400,"Mustard, for seed",Brassica spp,BRASS2,N,Seed,Vegetable,cwt,100,4.1,3.837330553,#DIV/0!,#DIV/0!,100,63.57021505,95.9,2.141487225,13.38627753,,0
401,"Mint, for hay (mature)",Mentha sp.,MENTH,"N,P",Aboveground biomass,Fiber and miscellaneous,ton,2000,12.27,2.336,0.22,#DIV/0!,"2,000",87.5,87.73,2.336,14.6,,0
402,Mulberry,Morus nigra,MONI,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,87.68,1.87012987,0.308441558,1.574675325,1,63.57021505,12.32,2.141487225,13.38627753,,0
403,Mungbean,Vigna radiata var. radiata,VIRAR2,"N,P,K",Seed,Vegetable,lb of seed,1,10.23,4.117333333,0.4,1.326666667,1,89.8,89.77,4.256,26.6,,0
404,Mushroom,Agaricus sp.,VIRAR2,"N,P,K",Friut,Fiber and miscellaneous,lb of fruit ,1,92,5.8,1.125,4,10,63.57021505,8,2.141487225,13.38627753,,0
405,"Mustard, for greens (immature leaf)",Brassica juncea,BRJU,"N,P,K",Leaf,Vegetable,lb of leaf,1,91,4.8,0.5,3.777777778,35,63.57021505,9,2.141487225,13.38627753,,0
406,"Mustard, for hay",Brassica sp.,BRASS2,N,Aboveground biomass,Vegetable,ton,2000,17.5,2.832,#DIV/0!,#DIV/0!,"2,000",63.57021505,82.5,2.832,17.7,,0
407,Natalgrass for hay,Melinis repens,MERE9,"N,P",Aboveground biomass,Forage,ton,2000,7.5,0.64,0.345945946,#DIV/0!,"2,000",63.57021505,92.5,2.141487225,13.38627753,,0
408,Nectarine,Prunus persica var. nectarina,PRPEN,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,86.28,1.096209913,0.116618076,1.545189504,25,63.57021505,13.72,2.141487225,13.38627753,,0
409,"Oat, for grain (not including Pacific Coast)",Avena sativa,AVSA,"N,P,K",Floret,Cereal and oil,bu,32,10.67,2.093241724,0.381844621,0.464179601,32,88.9,89.33,2.112,13.2,,0
410,"Oat, for grain (Pacific coast)",Avena sativa,AVSA,"N,P,K",Floret,Cereal and oil,bu,32,8.87,1.587649123,0.335,0.42,32,91.2,91.13,1.584,9.9,,0
411,"Oat, for green chop",Avena sativa,AVSA,"N,P,K",Aboveground biomass,Forage,ton,2000,78.9,2.12,0.24,1.89,"2,000",20.4,21.1,1.728,10.8,,0
412,"Oat, for green chop (boot to early bloom)",Avena sativa,AVSA,"N,P,K",Aboveground biomass,Forage,ton,2000,73.97,1.97593985,0.339448622,1.879899749,"2,000",26.6,26.03,1.968,12.3,,0
413,"Oat, for green chop (dough stage)",Avena sativa,AVSA,"P,K",Aboveground biomass,Forage,ton,2000,70.93,#DIV/0!,0.253333333,1.933333333,"2,000",25.6,29.07,2.141487225,13.38627753,,0
414,"Oat, for green chop (full bloom)",Avena sativa,AVSA,"P,K",Aboveground biomass,Forage,ton,2000,67.8,#DIV/0!,0.31,2.07,"2,000",32.2,32.2,2.141487225,13.38627753,,0
415,"Oat, for green chop (mature)",Avena sativa,AVSA,"N,P",Aboveground biomass,Forage,ton,2000,72,1.43542857,0.282857145,#DIV/0!,"2,000",63.57021505,28,1.328,8.3,,0
416,"Oat, for green chop (vegetative)",Avena sativa,AVSA,"N,P",Aboveground biomass,Forage,ton,2000,83.68,2.886921987,0.473532241,#DIV/0!,"2,000",14.2,16.32,2.141487225,13.38627753,,0
417,"Oat, for hay",Avena sativa,AVSA,"N,P,K",Aboveground biomass,Forage,ton,2000,10.24,1.373104523,0.237019425,1.260527809,"2,000",90.7,89.76,1.36,8.5,,0
418,"Oat, for hay (dough stage)",Avena sativa,AVSA,"N,P,K",Aboveground biomass,Forage,ton,2000,9.1,1.456,0.203333333,1.53,"2,000",88.7,90.9,1.36,8.5,,0
419,"Oat, for hay (early bloom)",Avena sativa,AVSA,N,Aboveground biomass,Forage,ton,2000,10.9,1.536,#DIV/0!,#DIV/0!,"2,000",85.5,89.1,1.536,9.6,,0
420,"Oat, for hay (full bloom)",Avena sativa,AVSA,"N,P,K",Aboveground biomass,Forage,ton,2000,14.2,1.472,0.35,2.41,"2,000",85,85.8,1.472,9.2,,0
421,"Oat, for hay (mature)",Avena sativa,AVSA,"N,P",Aboveground biomass,Forage,ton,2000,8.65,1.232,0.23,#DIV/0!,"2,000",91.7,91.35,1.28,8,,0
422,"Oat, for hay (milk stage)",Avena sativa,AVSA,"N,P",Aboveground biomass,Forage,ton,2000,12.1,1.336,0.2,#DIV/0!,"2,000",87.9,87.9,1.344,8.4,,0
423,"Oat, for hay (vegetative)",Avena sativa,AVSA,"N,P",Aboveground biomass,Forage,ton,2000,9.9,2.208,0.43,#DIV/0!,"2,000",89.2,90.1,2.208,13.8,,0
424,"Oat, green chop (milk stage)",Avena sativa,AVSA,"N,P,K",Aboveground biomass,Forage,ton,2000,73.43,1.450586466,0.339172932,2.149849624,"2,000",28.2,26.57,1.44,9,,0
425,"Oat, straw (not including Pacific coast)",Avena sativa,AVSA,"N,P,K",Straw,Cereal and oil,lb straw/bu grain,44.5,9.68,0.706193318,0.085055679,2.389292873,"2,000",88.6,90.32,0.688,4.3,,0
426,"Oat, straw (Pacific Coast)",Avena sativa,AVSA,"N,P,K",Straw,Cereal and oil,lb straw/bu grain,44.5,10.2,0.734966592,0.100222717,2.227171492,"2,000",63.57021505,89.8,2.141487225,13.38627753,,0
427,"Oatgrass-Tall, for hay",Arrhenatherum elatius,AREL3,N,Aboveground biomass,Forage,ton,2000,8.1,1.63656148,#DIV/0!,#DIV/0!,"2,000",63.57021505,91.9,2.141487225,13.38627753,,0
428,Ohelogerrie,Vaccinium reticulatum,VARE,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,92.3,0.78961039,0.12987013,0.493506494,1,63.57021505,7.7,2.141487225,13.38627753,,0
429,Okra,Abelmoschus esculentus,ABES,"N,P,K",Fruit,Vegetable,lb of leaf,1,88,2.666666667,0.525,2.333333333,15,63.57021505,12,2.141487225,13.38627753,,0
430,Okra-Chinese,Luffa acutangula,LUAC2,"N,P",Fruit,Vegetable,lb of leaf,1,93,2.742857143,0.457142857,#DIV/0!,15,63.57021505,7,2.141487225,13.38627753,,0
431,Onion-Dry (bulb),Allium cepa,ALCE,"N,P",Bulb,Vegetable,lb of fruit ,1,90,2.2,0.26,#DIV/0!,10,63.57021505,10,2.141487225,13.38627753,,0
432,Onion-Dry (bulb) cultivar 'Southport White Globe',Allium cepa,ALCE,"N,P,K",Bulb,Vegetable,lb of fruit ,1,86,1.714285714,0.307142857,1.285714286,10,63.57021505,14,2.141487225,13.38627753,,0
433,Onion-Dry (bulb) cultivar 'Sweet Spanish',Allium cepa,ALCE,"N,P,K",Bulb,Vegetable,lb of fruit ,1,90,0.8,0.27,1.2,10,63.57021505,10,2.141487225,13.38627753,,0
434,Onion-Green (bulb),Allium cepa,ALCE,"N,P,K",Bulb,Vegetable,lb of fruit ,1,90,2.08,0.43,1.2,11,63.57021505,10,2.141487225,13.38627753,,0
435,Onion-Green (leaf),Allium cepa,ALCE,"N,P,K",Leaf,Vegetable,lb of leaf,1,92,4,0.375,2.75,11,63.57021505,8,2.141487225,13.38627753,,0
436,Orange (all commercial varieties),Citrus sinensis,CISI,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,84.24,1.182515723,0.12048218,1.366037736,77,15.9,15.76,1.2,7.5,,0
437,Orange (Florida),Citrus sinensis,CISI,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,87.14,0.870917574,0.093312597,1.314152411,90,63.57021505,12.86,2.141487225,13.38627753,,0
438,Orange (with peel),Citrus sinensis,CISI,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,82.3,1.175141243,0.124293785,1.107344633,77,63.57021505,17.7,2.141487225,13.38627753,,0
439,Orange-Navel (California),Citrus sinensis,CISI,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,86.81,1.249431387,0.144048522,1.349507202,77,63.57021505,13.19,2.141487225,13.38627753,,0
440,Orange-Valencia (California),Citrus sinensis,CISI,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,86.34,1.218155198,1.244509517,1.310395315,77,63.57021505,13.66,2.141487225,13.38627753,,0
441,"Orchardgrass + Alfalfa, for hay","Medicago Sativa, Dactylis glomerata","MESA, DAGL","N,P",Aboveground biomass,Forage,ton,2000,9.7,2.479714286,0.267857143,#DIV/0!,"2,000",91.2,90.3,2.592,16.2,,0
442,"Orchardgrass + Alfalfa, for hay (cut 1)","Medicago Sativa, Dactylis glomerata","MESA, DAGL","N,P,K",Aboveground biomass,Forage,ton,2000,7.95,2.144,0.2,1.49,"2,000",92.9,92.05,1.696,10.6,,0
443,"Orchardgrass, for green chop",Dactylis glomerata,DAGL,"N,P,K",Aboveground biomass,Forage,ton,2000,74.13,2.368,0.175,2.635,"2,000",24.9,25.87,2.464,15.4,,0
444,"Orchardgrass, for green chop (mature)",Dactylis glomerata,DAGL,N,Aboveground biomass,Forage,ton,2000,9.6,1.056,#DIV/0!,#DIV/0!,"2,000",90.4,90.4,0.912,5.7,,0
445,"Orchardgrass, for green chop (mid bloom)",Dactylis glomerata,DAGL,"N,P,K",Aboveground biomass,Forage,ton,2000,72.2,1.537631654,0.202377049,2.09,"2,000",30.5,27.8,1.408,8.8,,0
446,"Orchardgrass, for green chop (pre bloom)",Dactylis glomerata,DAGL,"N,P,K",Aboveground biomass,Forage,ton,2000,73.16,2.304655216,0.411997486,3.42,"2,000",27.5,26.84,2.032,12.7,,0
447,"Orchardgrass, for hay",Dactylis glomerata,DAGL,"N,P,K",Aboveground biomass,Forage,ton,2000,10.83,1.714403608,0.253232807,2.798649944,"2,000",88.6,89.17,1.776,11.1,,0
448,"Orchardgrass, for hay (mature)",Dactylis glomerata,DAGL,"N,P,K",Aboveground biomass,Forage,ton,2000,10.45,1.254326304,0.25,3.69,"2,000",90.4,89.55,1.264,7.9,,0
449,"Orchardgrass, for hay (mid bloom)",Dactylis glomerata,DAGL,"N,P,K",Aboveground biomass,Forage,ton,2000,9.5,1.696,0.45,2.05,"2,000",94.6,90.5,2.141487225,13.38627753,,0
450,"Orchardgrass, for hay (pre bloom)",Dactylis glomerata,DAGL,"N,P,K",Aboveground biomass,Forage,ton,2000,12.48,2.393352614,0.46134594,3.823743048,"2,000",84.1,87.53,1.76,11,,0
451,"Orchardgrass, for hay (vegetative)",Dactylis glomerata,DAGL,"N,P,K",Aboveground biomass,Forage,ton,2000,9.83,1.438401776,0.336592675,3.825,"2,000",89.3,90.17,2.141487225,13.38627753,,0
452,Papaya,Carica papaya,CAPA23,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,88.83,0.873769024,0.044762757,2.30080573,10,63.57021505,11.17,2.141487225,13.38627753,,0
453,Parsley,Petroselinum crispum,PECR2,"N,P,K",Leaf,Vegetable,lb of leaf,1,90,3.52,0.4,2.7,21,63.57021505,10,2.141487225,13.38627753,,0
454,Parsnip,Pastinaca sativa,PASA2,"N,P,K",Root,Vegetable,lb of leaf,1,81,1.010526316,0.363157895,1.736842105,25,63.57021505,19,2.141487225,13.38627753,,0
455,"Passion-Fruit, (purple)",Passiflora edulis,PAED,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,72.93,1.300332471,0.251200591,1.285555966,1,63.57021505,27.07,2.141487225,13.38627753,,0
456,"Pea, for straw",Pisum sp.,PISUM,N,Straw,Vegetable,ton,2000,13.5,1.530666667,#DIV/0!,#DIV/0!,"2,000",84.7,86.5,1.424,8.9,,0
457,"Pea, for vine (without pods)",Pisum sp.,PISUM,N,Vine without pods,Vegetable,ton,2000,75,2,#DIV/0!,#DIV/0!,"2,000",63.57021505,25,2.141487225,13.38627753,,0
458,Peach (without skin),Prunus persica,PRPE3,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,87.83,0.953808752,0.097244733,1.59643436,25,63.57021505,12.17,2.141487225,13.38627753,,0
459,"Pea-Chinese, for immature pod with seeds",Pisum sativum,PISA6,"N,P,K",Fruit,Vegetable,lb of fruit ,1,88,3.733333333,0.441666667,1.416666667,30,63.57021505,12,2.141487225,13.38627753,,0
460,"Pea-English, for seed (immature seed)",Pisum sativum,PISA6,"N,P,K",Seed,Vegetable,lb of seed,1,79,4.495238095,0.523809524,1.238095238,30,63.57021505,21,2.141487225,13.38627753,,0
461,"Pea-Field, for hay",Pisum sativum,PISA6,"N,P,K",Aboveground biomass,Forage,ton,2000,10.93,2.57420178,0.274977604,1.489888018,"2,000",88,89.08,2.176,13.6,,0
462,"Pea-Field, for silage",Pisum sativum,PISA6,"N,P,K",Aboveground biomass,Forage,ton,2000,73,2.256,0.29,1.4,"2,000",27,27,2.256,14.1,,0
463,"Pea-Field, for seed (dry)",Pisum sativum,PISA6,"N,P,K",Seed,Vegetable,lb of seed,1,9.03,4.102871003,0.485316979,1.288902977,60,90.7,90.98,4.128,25.8,,0
464,"Pea-Field, for straw",Pisum sativum,PISA6,"N,P,K",Straw,Vegetable,lb straw/lb grain,0.588,11.2,1.335618625,0.110432373,1.198669623,60,90.2,88.8,1.088,6.8,,0
465,"Pea-Flat, for silage (early bloom)",Lathyrus sylvestris,LASY,"N,P,K",Aboveground biomass,Forage,ton,2000,73,4.22,0.37,2.22,"2,000",63.57021505,27,2.141487225,13.38627753,,0
466,"Pea-Garden, for pod",Pisum sativum,PISA6,"N,P,K",Fruit,Vegetable,lb of fruit ,1,87.1,2.24,0.23,1.4,30,12.9,12.9,2.24,14,,0
467,"Pea-Garden, for seed (dry)",Pisum sativum,PISA6,"N,P,K",Seed,Vegetable,cwt,100,10.45,4.258871003,0.477816979,1.053902977,100,89.2,89.55,4.544,28.4,,0
468,"Pea-Garden, for seed (immature seed)",Pisum sativum,PISA6,"N,P,K",Seed,Vegetable,lb of seed,1,79.5,4.347619048,0.546904762,1.238095238,30,63.57021505,20.5,2.141487225,13.38627753,,0
469,"Pea-Garden, for straw",Pisum sativum,PISA6,"N,P,K",Straw,Vegetable,ton,2000,11.2,1.335618625,0.110432373,1.198669623,"2,000",90.2,88.8,1.088,6.8,,0
470,"Peanut, for fruit (pod with seeds)",Arachis hypogaea,ARHY,"N,P,K",Fruit,Vegetable,lb of fruit,1,6.82,4.254759672,0.350230252,0.561076869,1,93.1,93.18,3.776,23.6,,0
471,"Peanut, for hay (dug and with nuts)",Arachis hypogaea,ARHY,"N,P,K",Aboveground biomass,Forage,ton,2000,8.25,2.331043478,0.156521739,0.921956522,"2,000",91.5,91.75,2.336,14.6,,0
472,"Peanut, for hay (dug and without nuts)",Arachis hypogaea,ARHY,"N,P,K",Aboveground biomass,Forage,ton,2000,9.15,1.747002208,0.186743929,1.379845475,"2,000",91.1,90.85,1.728,10.8,,0
473,"Peanut, for hay (mowed)",Arachis hypogaea,ARHY,"N,P,K",Aboveground biomass,Forage,ton,2000,10.83,1.915489059,0.16,1.38,"2,000",91.2,89.17,1.856,11.6,,0
474,"Peanut, for seed only",Arachis hypogaea,ARHY,"N,P",Seed,Vegetable,lb of seed,1,7.75,4.856613757,0.402116402,#DIV/0!,1,63.57021505,92.25,2.141487225,13.38627753,,0
475,"Peanut, for vine only",Arachis hypogaea,ARHY,"N,P,K",Aboveground biomass,Vegetable,lb vine/lb fruit,1.38,9.45,1.643002208,0.143487859,1.379690949,1,90.5,90.55,1.52,9.5,,0
476,Pear,Pyrus communis,PYCO,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,82.91,0.39271155,0.067943175,0.772081532,23,63.57021505,17.09,2.141487225,13.38627753,,0
477,"Pea-Shelling, for seed (immature seed)",Pisum sativum,PISA6,"N,P,K",Seed (immature),Vegetable,lb of seed,1,79,4.495238095,0.523809524,1.238095238,30,63.57021505,21,2.141487225,13.38627753,,0
478,"Pea-Sugar, for immature pod with seeds",Pisum sativum,PISA6,"N,P,K",Fruit,Vegetable,lb of fruit ,1,88,3.733333333,0.441666667,1.416666667,30,63.57021505,12,2.141487225,13.38627753,,0
479,Pecan (dry),Carya illinoinensis,CAIL2,N,Nut,Tree and fruit,lb of nut,1,15,2.8,#DIV/0!,#DIV/0!,1,63.57021505,85,2.141487225,13.38627753,,0
480,Pepper-Bell (green),Capsicum annuum var. annuum,CAANA4,"N,P,K",Fruit,Vegetable,lb of fruit ,1,92.5,2.178571429,0.377142857,2.142857143,30,63.57021505,7.5,2.141487225,13.38627753,,0
481,Pepper-Bell (red),Capsicum annuum var. annuum,CAANA4,"N,P,K",Fruit,Vegetable,lb of fruit ,1,91,1.422222222,0.311111111,2.222222222,30,63.57021505,9,2.141487225,13.38627753,,0
482,Pepper-Chili (green),Capsicum annuum var. annuum,CAANA4,"N,P,K",Fruit,Vegetable,lb of fruit ,1,86,2.285714286,0.328571429,1.857142857,30,63.57021505,14,2.141487225,13.38627753,,0
483,Pepper-Chili (red),Capsicum annuum var. annuum,CAANA4,"N,P,K",Fruit,Vegetable,lb of fruit ,1,84,2,0.28125,2.625,30,63.57021505,16,2.141487225,13.38627753,,0
484,Pepper-Pimiento,Capsicum annuum var. annuum,CAANA4,"N,P,K",Fruit,Vegetable,lb of fruit ,1,90,1.92,0.2,2.5,30,63.57021505,10,2.141487225,13.38627753,,0
485,Persimmon-Japanese,Diospyros kaki,DIKA2,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,80.32,0.471544715,0.086382114,0.818089431,22,63.57021505,19.68,2.141487225,13.38627753,,0
486,Persimmons-Native,Diospyros virginiana,DIVI5,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,64.4,0.359550562,0.073033708,0.870786517,22,63.57021505,35.6,2.141487225,13.38627753,,0
487,Pineapple,Ananas comosus,ANCO30,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,86.5,0.462222222,0.051851852,0.837037037,40,63.57021505,13.5,2.141487225,13.38627753,,0
488,"Pistachio, for nuts (dry)",Pistacia vera,PIVE3,"N,P,K",Nut,Tree and fruit,lb of nut,1,3.87,3.42536149,0.523249766,1.137001977,1,63.57021505,96.13,2.141487225,13.38627753,,0
489,Pitanga,Eugenia uniflora,EUUN2,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,90.81,1.392818281,0.119695321,1.12078346,1,63.57021505,9.19,2.141487225,13.38627753,,0
490,Plantain,Musa X paradisiaca,MUPA3,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,65.28,0.599078341,0.097926267,1.437211982,25,63.57021505,34.72,2.141487225,13.38627753,,0
491,Plum,Prunus sp.,PRUNU,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,85.2,0.854054054,0.067567568,1.162162162,30,63.57021505,14.8,2.141487225,13.38627753,,0
492,Pomegranate (without skin),Punica granatum,PUGR2,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,80.97,0.798738833,0.042038886,1.361008933,22,63.57021505,19.03,2.141487225,13.38627753,,0
493,Potato-Irish for tuber,Solanum tuberosum,SOTU,"N,P,K",Tuber,Vegetable,cwt,100,77.2,1.608220035,0.247037645,1.997419561,100,23.1,22.8,1.536,9.6,,0
494,"Potato-Irish, for vine",Solanum tuberosum,SOTU,"N,P,K",Aboveground biomass,Vegetable,ton,2000,48.9,2.24,0.2,3.95,"2,000",87.2,51.1,1.984,12.4,,0
495,"Prairie (Marsh), for hay",None,None,"N,P,K",Aboveground biomass,Forage,ton,2000,11.8,1.584,0.11,0.77,"2,000",88.2,88.2,1.584,9.9,,0
496,"Prairie (Meadow), for hay (intermountain area)",None,None,"N,P",Aboveground biomass,Forage,ton,2000,6.5,1.328,0.16,#DIV/0!,"2,000",93.5,93.5,1.328,8.3,,0
497,"Prairie, for hay (Colorado, Wyoming)",None,None,N,Aboveground biomass,Forage,ton,2000,5.5,1.185185185,#DIV/0!,#DIV/0!,"2,000",63.57021505,94.5,2.141487225,13.38627753,,0
498,"Prairie, for hay (Kansas, Oklahoma)",None,None,"N,P",Aboveground biomass,Forage,ton,2000,9.5,0.777900552,0.077348066,#DIV/0!,"2,000",63.57021505,90.5,2.141487225,13.38627753,,0
499,"Prairie, for hay (Midwest, Minnesota, South Dakota)",None,None,"N,P,K",Aboveground biomass,Forage,ton,2000,10.3,1.054986425,0.132217195,1.08,"2,000",91,89.7,1.024,6.4,,0
500,"Prairie, for hay (western, early cut)",None,None,"N,P,K",Aboveground biomass,Forage,ton,2000,9,1.296703297,0.208791209,1.076923077,"2,000",63.57021505,91,2.141487225,13.38627753,,0
501,"Prairie, for hay (western, mature and weathered)",None,None,"N,P",Aboveground biomass,Forage,ton,2000,9.05,0.594272035,0.05632209,#DIV/0!,"2,000",90,90.95,0.688,4.3,,0
502,"Prairie, for hay (western, mature)",None,None,"N,P,K",Aboveground biomass,Forage,ton,2000,8.1,0.761697497,0.087051143,0.794341676,"2,000",63.57021505,91.9,2.141487225,13.38627753,,0
503,"Prairie, for hay (western, mid-season cut)",None,None,"N,P",Aboveground biomass,Forage,ton,2000,8.7,1.051478642,0.13143483,#DIV/0!,"2,000",63.57021505,91.3,2.141487225,13.38627753,,0
504,Pricklypear (without skin),Opuntia sp.,OPUNT,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,87.55,0.93815261,0.192771084,1.767068273,1,63.57021505,12.45,2.141487225,13.38627753,,0
505,Pummelo (without skin),Citrus grandis,CIMA5,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,89.1,1.11559633,0.155963303,1.981651376,1,63.57021505,10.9,2.141487225,13.38627753,,0
506,Pumpkin,Cucurbita pepo,CUPE,"N,P,K",Fruit,Vegetable,lb of fruit ,1,90.67,2.585038462,0.393653846,2.779038462,1000,8.7,9.33,2.592,16.2,,0
507,Quince,Cydonia oblonga,CYOB2,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,83.8,0.395061728,0.104938272,1.216049383,22,63.57021505,16.2,2.141487225,13.38627753,,0
508,"Radish, for root, cultivar 'Icicle'",Raphanus sativus,RASA2,"N,P,K",Root,Vegetable,lb of root,1,94,2.933333333,0.466666667,4.666666667,35,63.57021505,6,2.141487225,13.38627753,,0
509,"Radish, for root, cultivar 'Scarlet Globe'",Raphanus sativus,RASA2,"N,P,K",Root,Vegetable,lb of root,1,94,1.866666667,0.45,3.166666667,35,63.57021505,6,2.141487225,13.38627753,,0
510,"Radish-Chinese Winter, for root",Raphanus sativus,RASA2,"N,P,K",Root,Vegetable,lb of root,1,94,1.6,0.4,3.166666667,35,63.57021505,6,2.141487225,13.38627753,,0
511,Raspberry,Rubus sp.,RUBUS,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,86.57,1.084139985,0.089352197,1.13179449,6,63.57021505,13.43,2.141487225,13.38627753,,0
512,"Redtop, for green chop",Agrostis alba,AGGI2,"N,P,K",Aboveground biomass,Forage,ton,2000,73.57,2.032,0.38,2.196666667,"2,000",26.7,26.43,2.4,15,,0
513,"Redtop, for hay",Agrostis alba,AGGI2,"N,P,K",Aboveground biomass,Forage,ton,2000,8.44,1.30737157,0.215376663,1.888991228,"2,000",92.3,91.56,1.296,8.1,,0
514,"Redtop, for hay (full bloom)",Agrostis alba,AGGI2,"N,P,K",Aboveground biomass,Forage,ton,2000,7,1.504,0.35,1.69,"2,000",90.7,93,1.504,9.4,,0
515,"Redtop, for hay (late vegetative)",Agrostis alba,AGGI2,"N,P,K",Aboveground biomass,Forage,ton,2000,8,2.208,0.15,2.39,"2,000",92,92,2.208,13.8,,0
516,"Redtop, for hay (mature)",Agrostis alba,AGGI2,N,Aboveground biomass,Forage,ton,2000,8.3,0.944,#DIV/0!,#DIV/0!,"2,000",91.7,91.7,0.944,5.9,,0
517,"Redtop, for hay (mid bloom)",Agrostis alba,AGGI2,N,Aboveground biomass,Forage,ton,2000,7.2,1.92,#DIV/0!,#DIV/0!,"2,000",92.8,92.8,1.92,12,,0
518,"Rhubarb, for fruit",Rheum rhabarbarum,RHRH2,"N,P,K",Fruit,Vegetable,lb of fruit,1,93.61,2.253521127,0.219092332,4.507042254,1,63.57021505,6.39,2.141487225,13.38627753,,0
519,"Rhubarb, for leaf petiole",Rheum rhabarbarum,RHRH2,"N,P,K",Petiole,Vegetable,lb of leaf,1,92,1.4,0.25,4.5,15,63.57021505,8,2.141487225,13.38627753,,0
520,"Rice-Rough, for grain",Oryza sativa,ORSA,"N,P,K",Floret,Cereal and oil,cwt,100,11.33,1.386730857,0.286220466,0.453220721,100,88.8,88.67,1.424,8.9,,0
521,"Rice, for straw",Oryza sativa,ORSA,"N,P,K",Straw,Cereal and oil,lb straw/cwt grain,100,9.18,0.709101759,0.084112084,1.47722973,100,90.5,90.82,0.72,4.5,,0
522,Rose-apple,Syzygium jambos,SYJA,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,93,1.371428571,0.114285714,1.757142857,1,63.57021505,7,2.141487225,13.38627753,,0
523,Roselle,Hibiscus sabdariffa,HISA2,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,86.58,1.144560358,0.275707899,1.549925484,1,63.57021505,13.42,2.141487225,13.38627753,,0
524,Rutabaga,Brassica napus,BRNA,"N,P,K",Root,Vegetable,lb of root,1,90,1.92,0.41,2.2,1,63.57021505,10,2.141487225,13.38627753,,0
525,"Rye, for grain",Secale cereale,SECE,"N,P,K",Caryopsis,Cereal and oil,bu,56,11.88,2.139235697,0.379510973,0.518784916,56,88.2,88.12,2.048,12.8,,0
526,"Rye, for green chop",Secale cereale,SECE,"N,P,K",Aboveground biomass,Forage,ton,2000,79.6,2.842666667,0.376666667,3.12,"2,000",20.6,20.4,3.312,20.7,,0
